openalex_id,year,title,abstract,text,cited_by_count
https://openalex.org/W2913781869,2019,The Hanabi challenge: A new frontier for AI research,,The Hanabi challenge: A new frontier for AI research,231
https://openalex.org/W4213228517,2022,Relation between prognostics predictor evaluation metrics and local interpretability SHAP values,"&lt;p&gt;Maintenance decisions in domains such as aeronautics are becoming increasingly dependent on being able to predict the failure of components and systems. When data-driven techniques are used for this prognostic task, they often face headwinds due to their perceived lack of interpretability. To address this issue, this paper examines how features used in a data-driven prognostic approach correlate with established metrics of monotonicity, trendability, and prognosability. In particular, we use the SHAP model (SHapley Additive exPlanations) from the field of eXplainable Artificial Intelligence (XAI) to analyze the outcome of three increasingly complex algorithms: Linear Regression, Multi-Layer Perceptron, and Echo State Network. Our goal is to test the hypothesis that the prognostics metrics correlate with the SHAP model's explanations, i.e., the SHAP values. We use baseline data from a standard data set that contains several hundred run-to-failure trajectories for jet engines. The results indicate that SHAP values track very closely with these metrics with differences observed between the models that support the assertion that model complexity is a significant factor to consider when explainability is a consideration in prognostics.&lt;/p&gt;","Relation between prognostics predictor evaluation metrics and local interpretability SHAP values &lt;p&gt;Maintenance decisions in domains such as aeronautics are becoming increasingly dependent on being able to predict the failure of components and systems. When data-driven techniques are used for this prognostic task, they often face headwinds due to their perceived lack of interpretability. To address this issue, this paper examines how features used in a data-driven prognostic approach correlate with established metrics of monotonicity, trendability, and prognosability. In particular, we use the SHAP model (SHapley Additive exPlanations) from the field of eXplainable Artificial Intelligence (XAI) to analyze the outcome of three increasingly complex algorithms: Linear Regression, Multi-Layer Perceptron, and Echo State Network. Our goal is to test the hypothesis that the prognostics metrics correlate with the SHAP model's explanations, i.e., the SHAP values. We use baseline data from a standard data set that contains several hundred run-to-failure trajectories for jet engines. The results indicate that SHAP values track very closely with these metrics with differences observed between the models that support the assertion that model complexity is a significant factor to consider when explainability is a consideration in prognostics.&lt;/p&gt;",227
https://openalex.org/W1471542436,2016,ASlib: A benchmark library for algorithm selection,,ASlib: A benchmark library for algorithm selection,207
https://openalex.org/W2517456239,2016,Nasari: Integrating explicit knowledge and corpus statistics for a multilingual representation of concepts and entities,,Nasari: Integrating explicit knowledge and corpus statistics for a multilingual representation of concepts and entities,194
https://openalex.org/W3121787084,2021,Explaining black-box classifiers using post-hoc explanations-by-example: The effect of explanations and error-rates in XAI user studies,"In this paper, we describe a post-hoc explanation-by-example approach to eXplainable AI (XAI), where a black-box, deep learning system is explained by reference to a more transparent, proxy model (in this situation a case-based reasoner), based on a feature-weighting analysis of the former that is used to find explanatory cases from the latter (as one instance of the so-called Twin Systems approach). A novel method (COLE-HP) for extracting the feature-weights from black-box models is demonstrated for a convolutional neural network (CNN) applied to the MNIST dataset; in which extracted feature-weights are used to find explanatory, nearest-neighbours for test instances. Three user studies are reported examining people's judgements of right and wrong classifications made by this XAI twin-system, in the presence/absence of explanations-by-example and different error-rates (from 3-60%). The judgements gathered include item-level evaluations of both correctness and reasonableness, and system-level evaluations of trust, satisfaction, correctness, and reasonableness. Several proposals are made about the user's mental model in these tasks and how it is impacted by explanations at an item- and system-level. The wider lessons from this work for XAI and its user studies are reviewed.","Explaining black-box classifiers using post-hoc explanations-by-example: The effect of explanations and error-rates in XAI user studies In this paper, we describe a post-hoc explanation-by-example approach to eXplainable AI (XAI), where a black-box, deep learning system is explained by reference to a more transparent, proxy model (in this situation a case-based reasoner), based on a feature-weighting analysis of the former that is used to find explanatory cases from the latter (as one instance of the so-called Twin Systems approach). A novel method (COLE-HP) for extracting the feature-weights from black-box models is demonstrated for a convolutional neural network (CNN) applied to the MNIST dataset; in which extracted feature-weights are used to find explanatory, nearest-neighbours for test instances. Three user studies are reported examining people's judgements of right and wrong classifications made by this XAI twin-system, in the presence/absence of explanations-by-example and different error-rates (from 3-60%). The judgements gathered include item-level evaluations of both correctness and reasonableness, and system-level evaluations of trust, satisfaction, correctness, and reasonableness. Several proposals are made about the user's mental model in these tasks and how it is impacted by explanations at an item- and system-level. The wider lessons from this work for XAI and its user studies are reviewed.",190
https://openalex.org/W2603920273,2017,Towards a science of integrated AI and Robotics,,Towards a science of integrated AI and Robotics,176
https://openalex.org/W1645067740,2015,Coalition structure generation: A survey,,Coalition structure generation: A survey,169
https://openalex.org/W1791197240,2015,Representations for robot knowledge in the KnowRob framework,,Representations for robot knowledge in the KnowRob framework,161
https://openalex.org/W2201744460,2015,Semantic-based regularization for learning and inference,,Semantic-based regularization for learning and inference,154
https://openalex.org/W3086560451,2020,"Explanation in AI and law: Past, present and future",,"Explanation in AI and law: Past, present and future",152
https://openalex.org/W2987375645,2019,"Mind the gaps: Assuring the safety of autonomous systems from an engineering, ethical, and legal perspective",,"Mind the gaps: Assuring the safety of autonomous systems from an engineering, ethical, and legal perspective",149
https://openalex.org/W1981696983,2015,Integer Linear Programming for the Bayesian network structure learning problem,,Integer Linear Programming for the Bayesian network structure learning problem,147
https://openalex.org/W2149280200,2015,Robot task planning and explanation in open and uncertain worlds,,Robot task planning and explanation in open and uncertain worlds,147
https://openalex.org/W1995236272,2015,Moving average reversion strategy for on-line portfolio selection,,Moving average reversion strategy for on-line portfolio selection,145
https://openalex.org/W2144244034,2015,Optimizing ontology alignments through a Memetic Algorithm using both MatchFmeasure and Unanimous Improvement Ratio,,Optimizing ontology alignments through a Memetic Algorithm using both MatchFmeasure and Unanimous Improvement Ratio,137
https://openalex.org/W229642387,2015,Semantic characterization of rational closure: From propositional logic to description logics,,Semantic characterization of rational closure: From propositional logic to description logics,137
https://openalex.org/W2295870642,2015,Optimal social choice functions: A utilitarian view,,Optimal social choice functions: A utilitarian view,135
https://openalex.org/W2340952989,2015,Law and logic: A review from an argumentation perspective,,Law and logic: A review from an argumentation perspective,135
https://openalex.org/W2124032835,2015,Transferring skills to humanoid robots by extracting semantic representations from observations of human activities,,Transferring skills to humanoid robots by extracting semantic representations from observations of human activities,130
https://openalex.org/W2923915248,2021,Explaining individual predictions when features are dependent: More accurate approximations to Shapley values,,Explaining individual predictions when features are dependent: More accurate approximations to Shapley values,130
https://openalex.org/W3121562452,2021,GLocalX - From Local to Global Explanations of Black Box AI Models,,GLocalX - From Local to Global Explanations of Black Box AI Models,124
https://openalex.org/W4312085331,2022,"Assessing the communication gap between AI models and healthcare professionals: Explainability, utility and trust in AI-driven clinical decision-making","This paper contributes with a pragmatic evaluation framework for explainable Machine Learning (ML) models for clinical decision support. The study revealed a more nuanced role for ML explanation models, when these are pragmatically embedded in the clinical context. Despite the general positive attitude of healthcare professionals (HCPs) towards explanations as a safety and trust mechanism, for a significant set of participants there were negative effects associated with confirmation bias, accentuating model over-reliance and increased effort to interact with the model. Also, contradicting one of its main intended functions, standard explanatory models showed limited ability to support a critical understanding of the limitations of the model. However, we found new significant positive effects which repositions the role of explanations within a clinical context: these include reduction of automation bias, addressing ambiguous clinical cases (cases where HCPs were not certain about their decision) and support of less experienced HCPs in the acquisition of new domain knowledge.","Assessing the communication gap between AI models and healthcare professionals: Explainability, utility and trust in AI-driven clinical decision-making This paper contributes with a pragmatic evaluation framework for explainable Machine Learning (ML) models for clinical decision support. The study revealed a more nuanced role for ML explanation models, when these are pragmatically embedded in the clinical context. Despite the general positive attitude of healthcare professionals (HCPs) towards explanations as a safety and trust mechanism, for a significant set of participants there were negative effects associated with confirmation bias, accentuating model over-reliance and increased effort to interact with the model. Also, contradicting one of its main intended functions, standard explanatory models showed limited ability to support a critical understanding of the limitations of the model. However, we found new significant positive effects which repositions the role of explanations within a clinical context: these include reduction of automation bias, addressing ambiguous clinical cases (cases where HCPs were not certain about their decision) and support of less experienced HCPs in the acquisition of new domain knowledge.",121
https://openalex.org/W2107944092,2015,Fair assignment of indivisible objects under ordinal preferences,,Fair assignment of indivisible objects under ordinal preferences,120
https://openalex.org/W2796095619,2021,A review of possible effects of cognitive biases on interpretation of rule-based machine learning models,,A review of possible effects of cognitive biases on interpretation of rule-based machine learning models,119
https://openalex.org/W2073266192,2015,"HTN planning: Overview, comparison, and beyond",,"HTN planning: Overview, comparison, and beyond",116
https://openalex.org/W2221794486,2015,A concept drift-tolerant case-base editing technique,,A concept drift-tolerant case-base editing technique,115
https://openalex.org/W2265638991,2015,Design and results of the Fifth Answer Set Programming Competition,,Design and results of the Fifth Answer Set Programming Competition,115
https://openalex.org/W2911942613,2019,Clustering ensemble based on sample's stability,,Clustering ensemble based on sample's stability,115
https://openalex.org/W2809461852,2021,"A survey of inverse reinforcement learning: Challenges, methods and progress",,"A survey of inverse reinforcement learning: Challenges, methods and progress",114
https://openalex.org/W4221101570,2022,Multi-view graph convolutional networks with attention mechanism,,Multi-view graph convolutional networks with attention mechanism,111
https://openalex.org/W3161731903,2021,Levels of explainable artificial intelligence for human-aligned conversational explanations,"Over the last few years there has been rapid research growth into eXplainable\nArtificial Intelligence (XAI) and the closely aligned Interpretable Machine\nLearning (IML). Drivers for this growth include recent legislative changes and\nincreased investments by industry and governments, along with increased concern\nfrom the general public. People are affected by autonomous decisions every day\nand the public need to understand the decision-making process to accept the\noutcomes. However, the vast majority of the applications of XAI/IML are focused\non providing low-level `narrow' explanations of how an individual decision was\nreached based on a particular datum. While important, these explanations rarely\nprovide insights into an agent's: beliefs and motivations; hypotheses of other\n(human, animal or AI) agents' intentions; interpretation of external cultural\nexpectations; or, processes used to generate its own explanation. Yet all of\nthese factors, we propose, are essential to providing the explanatory depth\nthat people require to accept and trust the AI's decision-making. This paper\naims to define levels of explanation and describe how they can be integrated to\ncreate a human-aligned conversational explanation system. In so doing, this\npaper will survey current approaches and discuss the integration of different\ntechnologies to achieve these levels with Broad eXplainable Artificial\nIntelligence (Broad-XAI), and thereby move towards high-level `strong'\nexplanations.\n","Levels of explainable artificial intelligence for human-aligned conversational explanations Over the last few years there has been rapid research growth into eXplainable\nArtificial Intelligence (XAI) and the closely aligned Interpretable Machine\nLearning (IML). Drivers for this growth include recent legislative changes and\nincreased investments by industry and governments, along with increased concern\nfrom the general public. People are affected by autonomous decisions every day\nand the public need to understand the decision-making process to accept the\noutcomes. However, the vast majority of the applications of XAI/IML are focused\non providing low-level `narrow' explanations of how an individual decision was\nreached based on a particular datum. While important, these explanations rarely\nprovide insights into an agent's: beliefs and motivations; hypotheses of other\n(human, animal or AI) agents' intentions; interpretation of external cultural\nexpectations; or, processes used to generate its own explanation. Yet all of\nthese factors, we propose, are essential to providing the explanatory depth\nthat people require to accept and trust the AI's decision-making. This paper\naims to define levels of explanation and describe how they can be integrated to\ncreate a human-aligned conversational explanation system. In so doing, this\npaper will survey current approaches and discuss the integration of different\ntechnologies to achieve these levels with Broad eXplainable Artificial\nIntelligence (Broad-XAI), and thereby move towards high-level `strong'\nexplanations.\n",108
https://openalex.org/W3132091045,2021,Using ontologies to enhance human understandability of global post-hoc explanations of black-box models,,Using ontologies to enhance human understandability of global post-hoc explanations of black-box models,107
https://openalex.org/W2886307781,2018,Approximating optimal social choice under metric preferences,,Approximating optimal social choice under metric preferences,102
https://openalex.org/W2518731509,2016,"A synthesis of automated planning and reinforcement learning for efficient, robust decision-making",,"A synthesis of automated planning and reinforcement learning for efficient, robust decision-making",101
https://openalex.org/W2521628013,2016,Finding a collective set of items: From proportional multirepresentation to group recommendation,,Finding a collective set of items: From proportional multirepresentation to group recommendation,100
https://openalex.org/W4327571609,2023,Safe multi-agent reinforcement learning for multi-robot control,"A challenging problem in robotics is how to control multiple robots cooperatively and safely in real-world applications. Yet, developing multi-robot control methods from the perspective of safe multi-agent reinforcement learning (MARL) has merely been studied. To fill this gap, in this study, we investigate safe MARL for multi-robot control on cooperative tasks, in which each individual robot has to not only meet its own safety constraints while maximising their reward, but also consider those of others to guarantee safe team behaviours. Firstly, we formulate the safe MARL problem as a constrained Markov game and employ policy optimisation to solve it theoretically. The proposed algorithm guarantees monotonic improvement in reward and satisfaction of safety constraints at every iteration. Secondly, as approximations to the theoretical solution, we propose two safe multi-agent policy gradient methods: Multi-Agent Constrained Policy Optimisation (MACPO) and MAPPO-Lagrangian. Thirdly, we develop the first three safe MARL benchmarks—Safe Multi-Agent MuJoCo (Safe MAMuJoCo), Safe Multi-Agent Robosuite (Safe MARobosuite) and Safe Multi-Agent Isaac Gym (Safe MAIG) to expand the toolkit of MARL and robot control research communities. Finally, experimental results on the three safe MARL benchmarks indicate that our methods can achieve state-of-the-art performance in the balance between improving reward and satisfying safety constraints compared with strong baselines. Demos and code are available at the link (https://sites.google.com/view/aij-safe-marl/).<sup>2</sup>","Safe multi-agent reinforcement learning for multi-robot control A challenging problem in robotics is how to control multiple robots cooperatively and safely in real-world applications. Yet, developing multi-robot control methods from the perspective of safe multi-agent reinforcement learning (MARL) has merely been studied. To fill this gap, in this study, we investigate safe MARL for multi-robot control on cooperative tasks, in which each individual robot has to not only meet its own safety constraints while maximising their reward, but also consider those of others to guarantee safe team behaviours. Firstly, we formulate the safe MARL problem as a constrained Markov game and employ policy optimisation to solve it theoretically. The proposed algorithm guarantees monotonic improvement in reward and satisfaction of safety constraints at every iteration. Secondly, as approximations to the theoretical solution, we propose two safe multi-agent policy gradient methods: Multi-Agent Constrained Policy Optimisation (MACPO) and MAPPO-Lagrangian. Thirdly, we develop the first three safe MARL benchmarks—Safe Multi-Agent MuJoCo (Safe MAMuJoCo), Safe Multi-Agent Robosuite (Safe MARobosuite) and Safe Multi-Agent Isaac Gym (Safe MAIG) to expand the toolkit of MARL and robot control research communities. Finally, experimental results on the three safe MARL benchmarks indicate that our methods can achieve state-of-the-art performance in the balance between improving reward and satisfying safety constraints compared with strong baselines. Demos and code are available at the link (https://sites.google.com/view/aij-safe-marl/).<sup>2</sup>",100
https://openalex.org/W2996001543,2020,Interestingness elements for explainable reinforcement learning: Understanding agents' capabilities and limitations,,Interestingness elements for explainable reinforcement learning: Understanding agents' capabilities and limitations,99
https://openalex.org/W861814484,2015,Constrained clustering by constraint programming,,Constrained clustering by constraint programming,97
https://openalex.org/W2192710297,2015,From senses to texts: An all-in-one graph-based approach for measuring semantic similarity,,From senses to texts: An all-in-one graph-based approach for measuring semantic similarity,93
https://openalex.org/W2914864020,2022,Priority inheritance with backtracking for iterative multi-agent path finding,,Priority inheritance with backtracking for iterative multi-agent path finding,93
https://openalex.org/W1973036111,2015,A new semantics for overriding in description logics,,A new semantics for overriding in description logics,92
https://openalex.org/W2168205737,2015,Achieving fully proportional representation: Approximability results,,Achieving fully proportional representation: Approximability results,91
https://openalex.org/W2396200542,2016,Robust multilingual Named Entity Recognition with shallow semi-supervised features,,Robust multilingual Named Entity Recognition with shallow semi-supervised features,91
https://openalex.org/W2912981918,2019,Item response theory in AI: Analysing machine learning classifiers at the instance level,,Item response theory in AI: Analysing machine learning classifiers at the instance level,90
https://openalex.org/W2173959313,2015,Computer models solving intelligence test problems: Progress and implications,,Computer models solving intelligence test problems: Progress and implications,88
https://openalex.org/W3187649900,2021,Pairwise symmetry reasoning for multi-agent path finding search,,Pairwise symmetry reasoning for multi-agent path finding search,88
https://openalex.org/W3013931681,2020,Adapting a kidney exchange algorithm to align with human values,,Adapting a kidney exchange algorithm to align with human values,87
https://openalex.org/W3103897213,2020,Evaluating local explanation methods on ground truth,,Evaluating local explanation methods on ground truth,86
https://openalex.org/W2233304325,2016,Solving QBF with counterexample guided refinement,,Solving QBF with counterexample guided refinement,85
https://openalex.org/W2563929989,2016,A unified framework of active transfer learning for cross-system recommendation,,A unified framework of active transfer learning for cross-system recommendation,84
https://openalex.org/W326419249,2015,Intrinsically motivated model learning for developing curious robots,,Intrinsically motivated model learning for developing curious robots,83
https://openalex.org/W2563364594,2016,Alors: An algorithm recommender system,,Alors: An algorithm recommender system,82
https://openalex.org/W2193945050,2015,RoboCup@Home: Analysis and results of evolving competitions for domestic and service robots,"Scientific competitions are becoming more common in many research areas of artificial intelligence and robotics, since they provide a shared testbed for comparing different solutions and enable the exchange of research results. Moreover, they are interesting for general audiences and industries. Currently, many major research areas in artificial intelligence and robotics are organizing multiple-year competitions that are typically associated with scientific conferences. One important aspect of such competitions is that they are organized for many years. This introduces a temporal evolution that is interesting to analyze. However, the problem of evaluating a competition over many years remains unaddressed. We believe that this issue is critical to properly fuel changes over the years and measure the results of these decisions. Therefore, this article focuses on the analysis and the results of evolving competitions. In this article, we present the RoboCup@Home competition, which is the largest worldwide competition for domestic service robots, and evaluate its progress over the past seven years. We show how the definition of a proper scoring system allows for desired functionalities to be related to tasks and how the resulting analysis fuels subsequent changes to achieve general and robust solutions implemented by the teams. Our results show not only the steadily increasing complexity of the tasks that RoboCup@Home robots can solve but also the increased performance for all of the functionalities addressed in the competition. We believe that the methodology used in RoboCup@Home for evaluating competition advances and for stimulating changes can be applied and extended to other robotic competitions as well as to multi-year research projects involving Artificial Intelligence and Robotics.","RoboCup@Home: Analysis and results of evolving competitions for domestic and service robots Scientific competitions are becoming more common in many research areas of artificial intelligence and robotics, since they provide a shared testbed for comparing different solutions and enable the exchange of research results. Moreover, they are interesting for general audiences and industries. Currently, many major research areas in artificial intelligence and robotics are organizing multiple-year competitions that are typically associated with scientific conferences. One important aspect of such competitions is that they are organized for many years. This introduces a temporal evolution that is interesting to analyze. However, the problem of evaluating a competition over many years remains unaddressed. We believe that this issue is critical to properly fuel changes over the years and measure the results of these decisions. Therefore, this article focuses on the analysis and the results of evolving competitions. In this article, we present the RoboCup@Home competition, which is the largest worldwide competition for domestic service robots, and evaluate its progress over the past seven years. We show how the definition of a proper scoring system allows for desired functionalities to be related to tasks and how the resulting analysis fuels subsequent changes to achieve general and robust solutions implemented by the teams. Our results show not only the steadily increasing complexity of the tasks that RoboCup@Home robots can solve but also the increased performance for all of the functionalities addressed in the competition. We believe that the methodology used in RoboCup@Home for evaluating competition advances and for stimulating changes can be applied and extended to other robotic competitions as well as to multi-year research projects involving Artificial Intelligence and Robotics.",81
https://openalex.org/W4322588511,2023,Expanding the prediction capacity in long sequence time-series forecasting,,Expanding the prediction capacity in long sequence time-series forecasting,79
